fault_id,node_id,visit_id,visit_date:,original_reported_date,node_age,node_type,fault_type,engineer_skill_level,engineer_note,outcome
FAULT1248,NODE436,2,2020-09-07 00:00:00,2020-08-20 00:00:00,4,TYPE2,FAULT1,LEVEL1,3 128 118 62 68 29 96 47 51 202,FAIL
FAULT2693,NODE449,2,2021-01-08 00:00:00,2020-12-24 00:00:00,18,TYPE4,FAULT3,LEVEL4,91 107 153 123 46 105 183 37,SUCCESS
FAULT8539,NODE110,2,2020-07-31 00:00:00,2020-07-20 00:00:00,16,TYPE5,FAULT3,LEVEL3,182 77 179 83 143 72 116 131 147 172 85 30 92,SUCCESS
FAULT3190,NODE19,0,2020-02-13 00:00:00,2020-02-09 00:00:00,11,TYPE2,FAULT1,LEVEL3,9 109 143 191 189 192 155,SUCCESS
FAULT6537,NODE107,0,2020-09-19 00:00:00,2020-09-18 00:00:00,18,TYPE2,FAULT9,LEVEL3,160 73 183 1 187 95 182 64,FAIL
FAULT1136,NODE263,0,2020-05-10 00:00:00,2020-05-04 00:00:00,7,TYPE3,FAULT1,LEVEL3,40 114 126 193 196 148,FAIL
FAULT3102,NODE52,0,2020-04-25 00:00:00,2020-04-16 00:00:00,17,TYPE4,FAULT7,LEVEL3,159 36 18 73 196 133 37 155 67 13 14 146 128 107 162,FAIL
FAULT4400,NODE448,0,2020-02-20 00:00:00,2020-02-13 00:00:00,13,TYPE2,FAULT4,LEVEL5,139 180 0 130 187 162 27 128,SUCCESS
FAULT9220,NODE452,3,2020-03-30 00:00:00,2020-03-06 00:00:00,7,TYPE1,FAULT5,LEVEL3,173 81 186 39 167,SUCCESS
FAULT9275,NODE370,1,2020-10-13 00:00:00,2020-10-01 00:00:00,15,TYPE4,FAULT3,LEVEL2,3 6 29 159 176 137 69 72 36 4 19,SUCCESS
FAULT6990,NODE1,0,2020-06-20 00:00:00,2020-06-17 00:00:00,3,TYPE5,FAULT9,LEVEL4,194 115 69 78 174 34,FAIL
FAULT6658,NODE350,0,2020-02-18 00:00:00,2020-02-14 00:00:00,20,TYPE4,FAULT8,LEVEL1,199 59 175 52,SUCCESS
FAULT1035,NODE198,1,2020-08-17 00:00:00,2020-08-06 00:00:00,11,TYPE3,FAULT8,LEVEL2,50 122 140 136 197 92 203 59 170 120,FAIL
FAULT8208,NODE302,1,2020-06-05 00:00:00,2020-06-01 00:00:00,6,TYPE5,FAULT5,LEVEL3,65 14 176 132 17 9 201,SUCCESS
FAULT4812,NODE173,2,2020-11-05 00:00:00,2020-10-18 00:00:00,6,TYPE4,FAULT4,LEVEL1,198 167 96 105 68 37 165 168 73 118 104 24 180,FAIL
FAULT3587,NODE20,2,2020-08-18 00:00:00,2020-08-07 00:00:00,3,TYPE1,FAULT4,LEVEL3,2 61 14 86 91 104 87 133 31 157 110 167,SUCCESS
FAULT9524,NODE25,1,2020-03-10 00:00:00,2020-02-20 00:00:00,0,TYPE4,FAULT8,LEVEL2,171 2 89 11 164 67 50,SUCCESS
FAULT1220,NODE51,1,2020-04-01 00:00:00,2020-03-22 00:00:00,8,TYPE2,FAULT8,LEVEL2,142 137 82 94 108 44 150 129 120 132 27 116 134 39 164 203,FAIL
FAULT4833,NODE15,0,2020-02-12 00:00:00,2020-02-09 00:00:00,15,TYPE2,FAULT7,LEVEL4,90 22 137 138 49 110 27 136 132,FAIL
FAULT7112,NODE167,0,2020-08-05 00:00:00,2020-08-03 00:00:00,17,TYPE1,FAULT1,LEVEL4,78 123 70,FAIL
FAULT8150,NODE87,0,2020-01-27 00:00:00,2020-01-22 00:00:00,4,TYPE5,FAULT3,LEVEL4,129 198 73 88 84 16 37 107 112,SUCCESS
FAULT7658,NODE155,1,2020-11-20 00:00:00,2020-11-07 00:00:00,13,TYPE1,FAULT1,LEVEL3,102 63 143 124 38 158 4 199 36 35 171 164,FAIL
FAULT1455,NODE307,1,2020-11-12 00:00:00,2020-11-08 00:00:00,18,TYPE2,FAULT6,LEVEL3,21 185 26 87 169 116 115 125,SUCCESS
FAULT5771,NODE290,0,2020-11-07 00:00:00,2020-11-02 00:00:00,13,TYPE2,FAULT6,LEVEL4,80 98 126 5 188 22 152,FAIL
FAULT5215,NODE88,0,2020-07-09 00:00:00,2020-07-08 00:00:00,11,TYPE1,FAULT1,LEVEL1,133 50 94 99 109 108 84,FAIL
FAULT2853,NODE129,1,2020-12-20 00:00:00,2020-12-07 00:00:00,1,TYPE1,FAULT9,LEVEL3,38 124 178 57 155 47 201 201,FAIL
FAULT9978,NODE200,0,2020-09-17 00:00:00,2020-09-07 00:00:00,13,TYPE1,FAULT7,LEVEL5,123 116 168 101 17 92 197 38 202 50 93 188,FAIL
FAULT1024,NODE440,0,2020-02-23 00:00:00,2020-02-15 00:00:00,19,TYPE2,FAULT8,LEVEL1,53 81 198 113 69 48 67 25 76 62 118 201,FAIL
FAULT4640,NODE195,2,2020-04-24 00:00:00,2020-04-14 00:00:00,13,TYPE4,FAULT1,LEVEL3,44 24 139 180 66 197,SUCCESS
FAULT3322,NODE255,1,2020-11-26 00:00:00,2020-11-18 00:00:00,1,TYPE4,FAULT5,LEVEL5,9 75 63 107 14 54 118 110 185 42 99,SUCCESS
FAULT7174,NODE230,0,2020-03-01 00:00:00,2020-02-22 00:00:00,9,TYPE1,FAULT2,LEVEL3,153 50 125 170 17 120,FAIL
FAULT8748,NODE57,0,2020-01-10 00:00:00,2020-01-06 00:00:00,1,TYPE4,FAULT7,LEVEL1,100 31 44 37 150 187 0 7 132 51,FAIL
FAULT479,NODE218,0,2020-10-20 00:00:00,2020-10-15 00:00:00,12,TYPE2,FAULT6,LEVEL3,152 88 119 165 195 101 143 138 125 156 128 117 69,SUCCESS
FAULT9619,NODE388,2,2020-05-18 00:00:00,2020-05-07 00:00:00,8,TYPE2,FAULT4,LEVEL3,64 79 8 140 144 173 82,SUCCESS
FAULT8315,NODE56,1,2020-03-10 00:00:00,2020-02-23 00:00:00,6,TYPE1,FAULT6,LEVEL3,131 12 189 116,SUCCESS
FAULT6996,NODE32,2,2020-07-07 00:00:00,2020-06-22 00:00:00,19,TYPE4,FAULT9,LEVEL3,199 171 114 57 86 186 120 56 138 160 77,SUCCESS
FAULT508,NODE425,1,2020-08-05 00:00:00,2020-08-03 00:00:00,8,TYPE1,FAULT6,LEVEL4,58 141 174 15 129 157 90 46 165 201,SUCCESS
FAULT2581,NODE63,0,2020-04-01 00:00:00,2020-03-25 00:00:00,1,TYPE5,FAULT6,LEVEL5,135 24 138 108 85 48 160 59 191 194 184 9 40 78 126,SUCCESS
FAULT2449,NODE313,1,2020-09-29 00:00:00,2020-09-23 00:00:00,4,TYPE1,FAULT5,LEVEL3,171 46 150 16 119,SUCCESS
FAULT9206,NODE407,0,2020-03-26 00:00:00,2020-03-24 00:00:00,0,TYPE2,FAULT5,LEVEL3,193 196 24 128 114 106 18 160 31 51 107 135 39 202 69 201,FAIL
FAULT8416,NODE41,3,2020-09-06 00:00:00,2020-08-14 00:00:00,16,TYPE4,FAULT8,LEVEL4,128 105 169 199 150 44,FAIL
FAULT3096,NODE370,0,2020-04-27 00:00:00,2020-04-18 00:00:00,5,TYPE1,FAULT4,LEVEL1,129 41 12 176 149 126 187 201 153 20 11 159 60 14 40,SUCCESS
FAULT3539,NODE281,0,2020-05-21 00:00:00,2020-05-16 00:00:00,1,TYPE5,FAULT5,LEVEL4,57 106 60 34 97 172 10 158,SUCCESS
FAULT1975,NODE117,0,2020-01-18 00:00:00,2020-01-14 00:00:00,9,TYPE2,FAULT8,LEVEL3,59 121 45 38 180 3 12 103,SUCCESS
FAULT7621,NODE291,0,2020-11-11 00:00:00,2020-11-09 00:00:00,2,TYPE4,FAULT7,LEVEL5,135 170 187 152 17 82,SUCCESS
FAULT7320,NODE56,0,2020-01-14 00:00:00,2020-01-12 00:00:00,4,TYPE1,FAULT7,LEVEL1,82 26 106 111 129 59 135 122 31 3 56 195,SUCCESS
FAULT3000,NODE397,0,2020-06-11 00:00:00,2020-06-04 00:00:00,19,TYPE3,FAULT8,LEVEL4,188 141 6 26 103 60 18 105 156 5,SUCCESS
FAULT6132,NODE84,1,2020-01-24 00:00:00,2020-01-10 00:00:00,19,TYPE4,FAULT5,LEVEL1,29 32 197 154 83,FAIL
FAULT2826,NODE147,0,2020-11-28 00:00:00,2020-11-23 00:00:00,19,TYPE2,FAULT8,LEVEL1,24 8 118 25 114 202,FAIL
FAULT9738,NODE473,1,2020-12-18 00:00:00,2020-12-05 00:00:00,6,TYPE3,FAULT5,LEVEL2,105 11 99 73 158 6 49 83 44 31 189 64,SUCCESS
FAULT4398,NODE110,1,2020-12-09 00:00:00,2020-11-25 00:00:00,13,TYPE4,FAULT1,LEVEL2,0 174 99,FAIL
FAULT9957,NODE445,0,2020-04-19 00:00:00,2020-04-11 00:00:00,1,TYPE5,FAULT5,LEVEL4,187 134 126 60 136 154 175 59 19 20 68 157,SUCCESS
FAULT2214,NODE94,1,2020-03-10 00:00:00,2020-03-03 00:00:00,16,TYPE5,FAULT2,LEVEL5,165 123 18 79 191 140,FAIL
FAULT6955,NODE260,2,2020-05-18 00:00:00,2020-04-22 00:00:00,10,TYPE4,FAULT1,LEVEL4,7 1 5 111 171 73,SUCCESS
FAULT1434,NODE57,1,2020-05-29 00:00:00,2020-05-18 00:00:00,13,TYPE5,FAULT5,LEVEL5,102 12 45 101 177 139 74 156 197 184 110 133 179 99,SUCCESS
FAULT1494,NODE62,1,2020-06-04 00:00:00,2020-05-20 00:00:00,14,TYPE4,FAULT6,LEVEL2,133 198 32,SUCCESS
FAULT8004,NODE11,0,2020-11-09 00:00:00,2020-11-04 00:00:00,1,TYPE5,FAULT6,LEVEL2,56 34 51 126 20 184 75 29,FAIL
FAULT799,NODE444,2,2020-10-04 00:00:00,2020-09-08 00:00:00,18,TYPE3,FAULT7,LEVEL2,138 4 137 110 63 165 133 192 100 45 18 163,FAIL
FAULT1689,NODE307,2,2020-09-09 00:00:00,2020-08-24 00:00:00,9,TYPE5,FAULT7,LEVEL1,13 165 138 54,FAIL
FAULT9007,NODE206,0,2020-08-27 00:00:00,2020-08-17 00:00:00,2,TYPE1,FAULT6,LEVEL2,75 51 49 81 132 117 176 165 104 125 98 128 24 89,SUCCESS
FAULT7363,NODE128,1,2020-07-23 00:00:00,2020-07-16 00:00:00,4,TYPE5,FAULT2,LEVEL2,40 176 91 96 51 102 101 108 100 75 53,FAIL
FAULT955,NODE49,1,2020-02-15 00:00:00,2020-02-02 00:00:00,19,TYPE3,FAULT3,LEVEL2,48 2 72 184 45 186 91,FAIL
FAULT8859,NODE341,0,2020-01-14 00:00:00,2020-01-04 00:00:00,15,TYPE1,FAULT7,LEVEL3,184 70 127 43 120 81 77 203 157 63 89 82 172 65,FAIL
FAULT1020,NODE111,0,2020-04-08 00:00:00,2020-04-05 00:00:00,11,TYPE4,FAULT6,LEVEL3,72 137 184 96 191 21 48 75 103 188 109 176 116 120,FAIL
FAULT8119,NODE148,0,2020-06-24 00:00:00,2020-06-23 00:00:00,13,TYPE3,FAULT2,LEVEL2,163 51 8 21 87 36 121 191 73 17 111 160,FAIL
FAULT7122,NODE155,0,2020-04-30 00:00:00,2020-04-21 00:00:00,18,TYPE2,FAULT5,LEVEL1,187 38 20 88 114 46 74 84 201 32 47 169 186 12 200,SUCCESS
FAULT7617,NODE376,2,2020-10-29 00:00:00,2020-10-17 00:00:00,7,TYPE2,FAULT3,LEVEL2,17 141 86 165 104 147 79 34 166 19 163 203,SUCCESS
FAULT415,NODE356,0,2020-11-08 00:00:00,2020-11-07 00:00:00,13,TYPE2,FAULT3,LEVEL2,2 179 120 151 185 199 6 37 136 202,SUCCESS
FAULT7789,NODE429,0,2020-04-18 00:00:00,2020-04-15 00:00:00,16,TYPE5,FAULT4,LEVEL1,109 203 138 48 32 145 118 196 73 34 143 85 43 116,FAIL
FAULT3362,NODE436,0,2020-09-27 00:00:00,2020-09-22 00:00:00,9,TYPE5,FAULT5,LEVEL1,161 169 128 194 42 184 35 89 147 72 77 54,FAIL
FAULT4824,NODE419,0,2020-02-21 00:00:00,2020-02-17 00:00:00,6,TYPE2,FAULT7,LEVEL1,202 45 186 177 159 151 60 125 52,SUCCESS
FAULT1672,NODE396,0,2020-03-07 00:00:00,2020-03-06 00:00:00,18,TYPE4,FAULT4,LEVEL3,22 105 58 136 155 49 63 152 109 147 189 185 116 93 24,SUCCESS
FAULT6777,NODE23,1,2020-07-04 00:00:00,2020-06-24 00:00:00,18,TYPE4,FAULT5,LEVEL4,155 80 4 99 125 160 102 43 146 182 57 189 12 61,SUCCESS
FAULT7567,NODE148,0,2020-10-21 00:00:00,2020-10-13 00:00:00,18,TYPE4,FAULT8,LEVEL3,179 25 142 153,FAIL
FAULT365,NODE423,0,2020-09-15 00:00:00,2020-09-10 00:00:00,5,TYPE5,FAULT2,LEVEL3,95 16 82 164 49 46,FAIL
FAULT3261,NODE8,0,2020-11-09 00:00:00,2020-11-07 00:00:00,19,TYPE5,FAULT7,LEVEL1,39 152 202 63,FAIL
FAULT2266,NODE420,1,2020-03-14 00:00:00,2020-03-11 00:00:00,15,TYPE3,FAULT1,LEVEL4,83 179 139 75 99 114 34 42 43 102 8 164,SUCCESS
FAULT5254,NODE115,3,2020-02-15 00:00:00,2020-01-25 00:00:00,15,TYPE1,FAULT1,LEVEL4,10 104 99 109 156 181 5 200,SUCCESS
FAULT6224,NODE44,1,2020-07-27 00:00:00,2020-07-14 00:00:00,16,TYPE5,FAULT2,LEVEL3,202 29 199 7 64 178 98 150 35 140 114 194,FAIL
FAULT831,NODE469,1,2020-02-20 00:00:00,2020-02-07 00:00:00,11,TYPE5,FAULT3,LEVEL5,79 99 12 11 74 165 84,FAIL
FAULT138,NODE395,1,2020-10-24 00:00:00,2020-10-08 00:00:00,9,TYPE4,FAULT2,LEVEL5,150 142 148 100 15 171,SUCCESS
FAULT5841,NODE273,1,2020-12-07 00:00:00,2020-12-02 00:00:00,17,TYPE1,FAULT8,LEVEL2,133 174 34 184 127 17,SUCCESS
FAULT5424,NODE349,0,2020-04-23 00:00:00,2020-04-21 00:00:00,4,TYPE2,FAULT2,LEVEL1,153 29 134 43 167 26,FAIL
FAULT1998,NODE192,1,2020-10-21 00:00:00,2020-10-14 00:00:00,13,TYPE1,FAULT5,LEVEL2,148 120 133 19 172 152 162 102,FAIL
FAULT3869,NODE199,0,2020-08-10 00:00:00,2020-08-06 00:00:00,12,TYPE2,FAULT2,LEVEL4,11 105 158 9 80,SUCCESS
FAULT1536,NODE376,1,2020-04-21 00:00:00,2020-04-06 00:00:00,1,TYPE1,FAULT3,LEVEL2,106 110 170 37 159 141 197 50 138,SUCCESS
FAULT1984,NODE205,1,2020-06-27 00:00:00,2020-06-14 00:00:00,8,TYPE3,FAULT4,LEVEL3,48 59 76 12 56 161 176 15 131 170 163 141,FAIL
FAULT7261,NODE159,1,2020-09-21 00:00:00,2020-09-10 00:00:00,20,TYPE4,FAULT6,LEVEL2,83 132 62,FAIL
FAULT9497,NODE92,0,2020-12-21 00:00:00,2020-12-15 00:00:00,9,TYPE1,FAULT8,LEVEL1,196 32 9 73,SUCCESS
FAULT2956,NODE110,2,2020-06-07 00:00:00,2020-05-18 00:00:00,16,TYPE2,FAULT7,LEVEL2,67 54 110 109 14 151 20,SUCCESS
FAULT5609,NODE81,0,2020-10-25 00:00:00,2020-10-21 00:00:00,17,TYPE4,FAULT2,LEVEL1,154 84 58 147 64 122 200 186 187 36 16 59 62 121,FAIL
FAULT4535,NODE390,3,2020-09-28 00:00:00,2020-09-15 00:00:00,16,TYPE2,FAULT5,LEVEL1,78 39 0 69 146 184 202,FAIL
FAULT8151,NODE55,2,2020-04-16 00:00:00,2020-03-22 00:00:00,7,TYPE5,FAULT6,LEVEL1,190 17 44 120 22 108 110 193 184 4 24 3 47,SUCCESS
FAULT6334,NODE443,1,2020-02-26 00:00:00,2020-02-15 00:00:00,9,TYPE1,FAULT4,LEVEL3,129 66 67 122,FAIL
FAULT5160,NODE160,0,2020-01-19 00:00:00,2020-01-09 00:00:00,16,TYPE1,FAULT2,LEVEL3,168 193 194 2,FAIL
FAULT4071,NODE75,1,2020-07-04 00:00:00,2020-06-21 00:00:00,10,TYPE1,FAULT2,LEVEL1,117 14 23 53 129 135,FAIL
FAULT3917,NODE317,1,2020-01-18 00:00:00,2020-01-06 00:00:00,10,TYPE2,FAULT6,LEVEL1,49 56 94 150 33 153 86 203,FAIL
FAULT1633,NODE301,0,2020-09-23 00:00:00,2020-09-15 00:00:00,13,TYPE1,FAULT1,LEVEL1,197 19 168 48 130 62 69,FAIL
FAULT5968,NODE8,0,2020-04-29 00:00:00,2020-04-25 00:00:00,13,TYPE5,FAULT5,LEVEL1,21 175 73 78 169 41 76 164 31 38 6,FAIL
FAULT3991,NODE480,0,2020-11-01 00:00:00,2020-10-22 00:00:00,18,TYPE4,FAULT4,LEVEL4,43 86 194 65 138 16 1 136 51 133 7 118 142 67 56,SUCCESS
FAULT2040,NODE120,0,2020-06-07 00:00:00,2020-06-03 00:00:00,17,TYPE3,FAULT9,LEVEL4,190 7 203 120 173 35 124 61 87 60 201,SUCCESS
FAULT8100,NODE71,2,2020-11-03 00:00:00,2020-10-13 00:00:00,16,TYPE4,FAULT4,LEVEL1,62 1 20 19 180 187,FAIL
FAULT9981,NODE8,0,2020-12-08 00:00:00,2020-12-04 00:00:00,3,TYPE3,FAULT1,LEVEL5,187 0 160 157 171 177 166 155 31 81 117 28 125 179 141,SUCCESS
FAULT1619,NODE221,0,2020-06-21 00:00:00,2020-06-19 00:00:00,20,TYPE3,FAULT9,LEVEL2,76 85 181 188 46 156 0 129 68 199 60 3 6 143 194,FAIL
FAULT3903,NODE343,0,2020-01-23 00:00:00,2020-01-16 00:00:00,6,TYPE5,FAULT9,LEVEL3,64 10 43 147 193 71 37 148 144 11 129 78 124,SUCCESS
FAULT4559,NODE426,1,2020-01-25 00:00:00,2020-01-15 00:00:00,13,TYPE1,FAULT8,LEVEL4,68 58 135 112 131 169 39 110 165 15 141 149 44 10 8,FAIL
FAULT7820,NODE15,0,2020-10-16 00:00:00,2020-10-11 00:00:00,0,TYPE2,FAULT7,LEVEL5,198 140 58 77 45 24 63 76,FAIL
FAULT2053,NODE437,1,2020-10-22 00:00:00,2020-10-09 00:00:00,13,TYPE4,FAULT3,LEVEL1,196 190 57 11 114 153,SUCCESS
FAULT4172,NODE350,1,2020-11-15 00:00:00,2020-11-08 00:00:00,8,TYPE4,FAULT3,LEVEL4,85 197 23 132 131 97 157 3,SUCCESS
FAULT551,NODE359,0,2020-12-04 00:00:00,2020-12-01 00:00:00,20,TYPE2,FAULT1,LEVEL4,116 65 57,SUCCESS
FAULT8315,NODE56,0,2020-03-03 00:00:00,2020-02-23 00:00:00,6,TYPE1,FAULT6,LEVEL2,129 112 146 31 66 200,FAIL
FAULT5864,NODE253,0,2020-12-26 00:00:00,2020-12-18 00:00:00,17,TYPE4,FAULT3,LEVEL3,18 137 116 75 190 182 125 7 17,FAIL
FAULT3868,NODE419,0,2020-03-07 00:00:00,2020-03-04 00:00:00,7,TYPE2,FAULT5,LEVEL2,57 7 110 42 37,FAIL
FAULT5361,NODE21,0,2020-11-25 00:00:00,2020-11-17 00:00:00,16,TYPE3,FAULT8,LEVEL1,179 90 148 155 199 175 87 132 1 17 94 168 201,FAIL
FAULT6609,NODE419,0,2020-06-10 00:00:00,2020-06-08 00:00:00,13,TYPE3,FAULT8,LEVEL2,156 102 87 143 20 31 175,SUCCESS
FAULT889,NODE227,0,2020-07-08 00:00:00,2020-07-05 00:00:00,2,TYPE3,FAULT3,LEVEL3,192 133 13 67 1 197 85 42 140,SUCCESS
FAULT7591,NODE220,1,2020-01-21 00:00:00,2020-01-04 00:00:00,20,TYPE2,FAULT1,LEVEL1,47 4 31 178 96 45 40 132 35 135 129 155,FAIL
FAULT9648,NODE95,1,2020-06-28 00:00:00,2020-06-18 00:00:00,5,TYPE4,FAULT1,LEVEL5,179 154 160 2 96 180,FAIL
FAULT8071,NODE235,0,2020-02-20 00:00:00,2020-02-16 00:00:00,3,TYPE4,FAULT7,LEVEL5,60 150 18 145 70 88 87 64,SUCCESS
FAULT9053,NODE118,1,2020-08-18 00:00:00,2020-08-05 00:00:00,1,TYPE2,FAULT9,LEVEL1,131 156 117 173 0 73 179 184 128 126 163 187 84,SUCCESS
FAULT9553,NODE471,2,2020-02-19 00:00:00,2020-02-14 00:00:00,15,TYPE4,FAULT6,LEVEL1,4 69 60 108 28,SUCCESS
FAULT3512,NODE480,0,2020-03-24 00:00:00,2020-03-18 00:00:00,12,TYPE2,FAULT3,LEVEL4,27 113 186 197 49 29 180 58 142 30 70,FAIL
FAULT584,NODE302,2,2020-03-11 00:00:00,2020-03-01 00:00:00,18,TYPE2,FAULT8,LEVEL3,179 111 90 124 93 125,FAIL
FAULT464,NODE132,1,2020-06-29 00:00:00,2020-06-11 00:00:00,9,TYPE3,FAULT2,LEVEL3,83 53 115 25 19 167 203,SUCCESS
FAULT4135,NODE57,0,2020-03-25 00:00:00,2020-03-17 00:00:00,9,TYPE4,FAULT4,LEVEL3,170 55 101,FAIL
FAULT1921,NODE118,0,2020-05-25 00:00:00,2020-05-23 00:00:00,2,TYPE4,FAULT2,LEVEL1,83 165 185 155 151 6 182,SUCCESS
FAULT8355,NODE61,0,2020-07-19 00:00:00,2020-07-14 00:00:00,11,TYPE2,FAULT3,LEVEL4,58 39 57 66 199 90 71 140 7,FAIL
FAULT2789,NODE67,1,2020-05-27 00:00:00,2020-05-15 00:00:00,20,TYPE4,FAULT2,LEVEL4,175 94 74 118,SUCCESS
FAULT1104,NODE221,1,2020-12-21 00:00:00,2020-12-14 00:00:00,20,TYPE3,FAULT8,LEVEL2,105 74 61 0 46 1,FAIL
FAULT8481,NODE139,1,2020-08-26 00:00:00,2020-08-21 00:00:00,3,TYPE2,FAULT9,LEVEL4,23 107 42 188 175 100 32 0 104 154 17 103 121 1 44 202,SUCCESS
FAULT7725,NODE115,0,2020-02-22 00:00:00,2020-02-16 00:00:00,6,TYPE5,FAULT2,LEVEL5,63 156 70 9 202 201 43 41 163 24 15 132 161,FAIL
FAULT8262,NODE281,0,2020-05-06 00:00:00,2020-05-01 00:00:00,2,TYPE5,FAULT4,LEVEL5,197 140 76 52 37 106,SUCCESS
FAULT989,NODE70,0,2020-10-20 00:00:00,2020-10-14 00:00:00,5,TYPE4,FAULT9,LEVEL2,192 33 131 82 42 159 123 103 101 114 176 18,FAIL
FAULT8097,NODE23,1,2020-04-12 00:00:00,2020-04-02 00:00:00,17,TYPE3,FAULT7,LEVEL3,8 3 152 129 26 188 23 158 159 151 100 148 7 80,FAIL
FAULT313,NODE417,0,2020-03-23 00:00:00,2020-03-19 00:00:00,13,TYPE3,FAULT1,LEVEL3,57 131 59 79 18 105 109 69,FAIL
FAULT7825,NODE388,0,2020-04-02 00:00:00,2020-03-23 00:00:00,11,TYPE3,FAULT3,LEVEL1,109 69 117 180 101 118 33 162,FAIL
FAULT9722,NODE356,0,2020-05-29 00:00:00,2020-05-22 00:00:00,6,TYPE5,FAULT2,LEVEL5,153 196 165 132 19,SUCCESS
FAULT1470,NODE318,0,2020-12-07 00:00:00,2020-12-02 00:00:00,17,TYPE3,FAULT7,LEVEL1,60 193 81 150 66 158 40 139 49 38,FAIL
FAULT4146,NODE282,0,2020-01-27 00:00:00,2020-01-21 00:00:00,19,TYPE5,FAULT3,LEVEL4,0 94 63 142 187 201 29 202 124 189 109 196 167 34 202,SUCCESS
FAULT6352,NODE20,0,2020-06-23 00:00:00,2020-06-15 00:00:00,8,TYPE4,FAULT4,LEVEL4,23 86 102 148 1 197 174,FAIL
FAULT1074,NODE203,0,2020-06-18 00:00:00,2020-06-17 00:00:00,6,TYPE1,FAULT7,LEVEL3,38 52 89 168 74 127 90 98 189 160,SUCCESS
FAULT2771,NODE136,0,2020-01-19 00:00:00,2020-01-17 00:00:00,7,TYPE4,FAULT6,LEVEL1,28 171 176 81 83,FAIL
FAULT265,NODE240,0,2020-10-13 00:00:00,2020-10-03 00:00:00,1,TYPE3,FAULT4,LEVEL4,165 93 52 143 86 128 71 95 88 190 65 19 40,FAIL
FAULT4466,NODE146,1,2020-10-22 00:00:00,2020-10-17 00:00:00,12,TYPE2,FAULT9,LEVEL5,129 116 6 0 190 46 158 53 49 57 173 96,SUCCESS
FAULT9963,NODE360,1,2020-02-06 00:00:00,2020-01-25 00:00:00,15,TYPE2,FAULT1,LEVEL1,101 56 30 91,SUCCESS
FAULT6496,NODE1,0,2020-01-18 00:00:00,2020-01-14 00:00:00,15,TYPE3,FAULT8,LEVEL1,175 120 99 66 32 139 44 203 97 195 93 129 74 92 155,FAIL
FAULT1462,NODE348,0,2020-04-23 00:00:00,2020-04-13 00:00:00,20,TYPE5,FAULT6,LEVEL1,193 123 129,FAIL
FAULT3104,NODE437,0,2020-09-20 00:00:00,2020-09-18 00:00:00,3,TYPE3,FAULT2,LEVEL4,153 88 83 81 35 106 107 146 54 95 194 143 196 99,FAIL
FAULT8742,NODE437,0,2020-01-07 00:00:00,2020-01-05 00:00:00,14,TYPE2,FAULT1,LEVEL2,62 96 106 199 111 118 81 15 64 92 138 154 63 203,FAIL
FAULT9062,NODE218,3,2020-09-30 00:00:00,2020-09-12 00:00:00,13,TYPE4,FAULT5,LEVEL1,140 136 183 128 95 31 144 0 138 68,SUCCESS
FAULT6130,NODE95,0,2020-05-02 00:00:00,2020-04-25 00:00:00,13,TYPE2,FAULT6,LEVEL4,189 184 82 49 173 128 84 120 72 68 74 102 201,FAIL
FAULT6743,NODE34,1,2020-09-16 00:00:00,2020-09-04 00:00:00,17,TYPE3,FAULT9,LEVEL5,41 91 179 136 97 13 139 198 148 10 54,SUCCESS
FAULT9437,NODE89,0,2020-05-25 00:00:00,2020-05-19 00:00:00,5,TYPE3,FAULT1,LEVEL1,156 104 72 164 16 61,SUCCESS
FAULT7636,NODE147,1,2020-06-06 00:00:00,2020-06-02 00:00:00,16,TYPE2,FAULT3,LEVEL4,149 134 59 17 1 192 153 99 165 145 111 172,FAIL
FAULT9432,NODE284,1,2020-04-06 00:00:00,2020-03-22 00:00:00,3,TYPE3,FAULT2,LEVEL3,57 6 93 161 132 128 194 17 58 136 189 3 154 87 46 201,SUCCESS
FAULT4748,NODE163,1,2020-01-24 00:00:00,2020-01-11 00:00:00,13,TYPE2,FAULT6,LEVEL5,24 86 91,FAIL
FAULT9517,NODE87,2,2020-06-26 00:00:00,2020-06-10 00:00:00,15,TYPE1,FAULT7,LEVEL1,159 55 143 174 41 172 169 167 49,SUCCESS
FAULT811,NODE358,0,2020-03-16 00:00:00,2020-03-15 00:00:00,0,TYPE3,FAULT3,LEVEL4,190 160 46 105 79 153 114 3 177,FAIL
FAULT5261,NODE391,0,2020-10-15 00:00:00,2020-10-14 00:00:00,15,TYPE4,FAULT7,LEVEL2,125 22 129 92 100 178 135 72 78 88 3,FAIL
FAULT7342,NODE442,0,2020-04-04 00:00:00,2020-04-01 00:00:00,14,TYPE4,FAULT7,LEVEL1,26 33 52 78,FAIL
FAULT8874,NODE461,0,2020-10-06 00:00:00,2020-10-04 00:00:00,10,TYPE4,FAULT4,LEVEL3,88 8 113 76 43 180 48 49 26 159 187 84 179 202,SUCCESS
FAULT318,NODE271,0,2020-11-11 00:00:00,2020-11-08 00:00:00,9,TYPE3,FAULT1,LEVEL5,119 68 69 168 14 55 139 39 27 6 78 174 147 159 42,SUCCESS
FAULT4615,NODE364,0,2020-03-25 00:00:00,2020-03-16 00:00:00,19,TYPE3,FAULT1,LEVEL4,87 171 180 2 141 183 188 11 150 91 94 45 196 14 158,SUCCESS
